price,brand,yearOfRegistration,odometer,powerPS,notRepairedDamage
15399,bmw,2007,20000,231.0,no
1500,citroen,2002,150000,115.0,no
5990,ford,1984,50000,101.0,no
3900,bmw,2000,150000,136.0,no
7800,volkswagen,2006,150000,105.0,no
400,suzuki,1997,150000,85.0,unknown
8000,ford,2006,150000,225.0,no
2499,volkswagen,1995,150000,,no
480,volkswagen,1999,100000,60.0,yes
8950,seat,2012,60000,105.0,no
11990,volkswagen,2009,100000,170.0,no
9390,audi,2006,150000,241.0,no
8100,volkswagen,2008,150000,122.0,no
9500,mercedes_benz,2004,150000,220.0,unknown
350,ford,1997,150000,60.0,no
4490,peugeot,2008,80000,95.0,no
3950,ford,2009,100000,65.0,no
20000,volkswagen,2011,80000,150.0,no
13950,bmw,1998,80000,192.0,no
25999,audi,2009,125000,354.0,no
4999,volkswagen,2003,125000,75.0,no
1500,opel,2003,150000,177.0,unknown
10490,volkswagen,2009,150000,160.0,no
1500,renault,1999,150000,107.0,unknown
2999,volkswagen,2004,150000,131.0,unknown
2500,volkswagen,2001,150000,150.0,no
1600,volkswagen,1998,150000,114.0,no
380,mitsubishi,1997,150000,163.0,unknown
7999,volvo,2008,150000,209.0,no
15500,volkswagen,2006,150000,224.0,no
1600,citroen,2007,150000,68.0,unknown
15750,seat,2010,100000,170.0,no
10200,bmw,2003,150000,231.0,no
1100,volkswagen,2000,150000,101.0,unknown
1750,ford,2004,150000,101.0,no
700,volvo,1996,150000,136.0,yes
2200,volkswagen,2002,150000,101.0,unknown
1300,renault,2001,150000,75.0,no
1290,fiat,2004,150000,80.0,no
4790,volkswagen,2000,150000,116.0,no
500,ford,2000,150000,60.0,no
6450,volkswagen,2005,150000,140.0,no
625,opel,1997,150000,60.0,unknown
200,volkswagen,1990,150000,,yes
500,volkswagen,1997,150000,50.0,yes
2850,ford,2000,150000,107.0,no
1850,seat,2001,125000,60.0,no
16000,bmw,2008,150000,231.0,no
2900,smart,2006,80000,61.0,no
1600,volkswagen,1996,125000,75.0,no
8000,bmw,2005,150000,218.0,unknown
7400,audi,2006,150000,170.0,no
7435,bmw,2001,90000,170.0,no
3799,ford,2005,150000,125.0,no
3499,bmw,2016,150000,170.0,no
1990,opel,2003,150000,125.0,no
2600,mini,2001,150000,90.0,no
6000,chevrolet,1995,150000,180.0,no
31900,audi,2015,20000,150.0,no
11500,toyota,2005,150000,116.0,no
1199,volkswagen,1999,150000,75.0,unknown
25000,porsche,2007,90000,295.0,no
4150,audi,2001,150000,75.0,no
1,bmw,1999,150000,118.0,no
3100,peugeot,2003,100000,109.0,no
2999,opel,2005,60000,55.0,no
9250,volkswagen,2006,90000,170.0,no
800,daewoo,2004,150000,52.0,no
899,bmw,1993,150000,150.0,unknown
500,fiat,2005,150000,,unknown
9800,volkswagen,2008,150000,140.0,no
900,opel,1997,150000,65.0,no
9200,bmw,2004,150000,204.0,no
22000,volkswagen,2011,60000,211.0,no
16500,hyundai,2012,80000,197.0,no
4899,peugeot,2006,100000,140.0,no
5000,peugeot,2009,150000,68.0,yes
1800,volkswagen,2001,150000,101.0,unknown
1450,opel,2001,150000,75.0,unknown
7499,mercedes_benz,2002,100000,177.0,no
900,opel,1998,150000,60.0,no
7999,volkswagen,2007,125000,200.0,no
15800,mercedes_benz,2010,150000,170.0,no
3950,mazda,2004,150000,121.0,no
5000,fiat,2011,50000,75.0,no
1299,mazda,1998,150000,75.0,no
2480,seat,2003,150000,131.0,no
2000,opel,2005,150000,80.0,no
5800,audi,2005,150000,180.0,no
299,renault,1997,150000,58.0,no
250,citroen,1997,150000,90.0,unknown
3850,volkswagen,2016,150000,90.0,unknown
2900,renault,2003,150000,120.0,unknown
1400,opel,2001,150000,75.0,no
3500,mercedes_benz,1991,125000,122.0,no
1390,ford,2002,90000,60.0,no
2450,volkswagen,2000,150000,116.0,no
16500,volkswagen,2011,50000,122.0,no
3900,fiat,2009,60000,55.0,unknown
11490,mercedes_benz,2005,150000,272.0,yes
7999,opel,2009,125000,110.0,no
13200,ford,2008,100000,226.0,no
1399,bmw,1995,150000,115.0,no
400,audi,1994,150000,115.0,no
6800,peugeot,2007,80000,120.0,no
14999,volkswagen,2009,150000,140.0,no
3250,opel,2007,150000,80.0,no
4900,skoda,2006,150000,140.0,no
5800,opel,1997,125000,90.0,unknown
29500,bmw,2011,60000,306.0,no
2000,audi,1991,150000,174.0,no
8490,mazda,1998,125000,110.0,no
3500,ford,2016,80000,80.0,no
14999,volkswagen,2014,20000,105.0,no
4499,volkswagen,2004,150000,140.0,no
4150,audi,2002,150000,130.0,no
500,mazda,1995,5000,115.0,unknown
8999,nissan,2009,150000,141.0,no
100,audi,1990,150000,,unknown
1050,opel,2001,150000,75.0,no
500,peugeot,2001,150000,75.0,yes
700,opel,1997,150000,45.0,no
1850,smart,2016,100000,,unknown
2200,seat,2002,150000,105.0,no
500,peugeot,2000,150000,60.0,no
400,volkswagen,1995,150000,90.0,unknown
1599,bmw,2000,150000,192.0,yes
6890,mercedes_benz,2003,150000,163.0,no
1000,opel,1991,150000,115.0,unknown
17950,bmw,2011,70000,143.0,no
6200,volkswagen,2008,125000,70.0,no
12499,volkswagen,2011,125000,105.0,no
8490,volkswagen,1980,100000,50.0,no
6799,volkswagen,2008,150000,140.0,no
4500,toyota,2008,100000,87.0,no
750,daihatsu,2001,100000,58.0,no
900,peugeot,1999,90000,70.0,no
2850,smart,2006,125000,41.0,no
3200,volkswagen,2007,150000,,no
23990,audi,2012,40000,211.0,no
700,volkswagen,1993,150000,,unknown
1200,volkswagen,2016,150000,,unknown
1399,volkswagen,1999,150000,50.0,no
2800,renault,2007,125000,75.0,no
2990,volkswagen,2001,125000,75.0,no
450,opel,1990,5000,90.0,yes
120,volkswagen,1997,150000,60.0,yes
1450,peugeot,2001,150000,60.0,unknown
3650,ford,2005,150000,155.0,no
1100,volvo,1996,150000,136.0,no
2100,opel,2004,150000,101.0,yes
26000,volkswagen,2010,125000,245.0,no
2450,mercedes_benz,2004,125000,102.0,no
2800,mercedes_benz,1997,100000,136.0,no
290,opel,2016,150000,45.0,unknown
900,daewoo,2004,125000,94.0,yes
200,fiat,2000,150000,80.0,unknown
23990,volkswagen,2014,50000,160.0,no
690,renault,2000,150000,107.0,no
399,peugeot,2001,150000,136.0,yes
11990,opel,2011,50000,140.0,no
2500,renault,2004,150000,113.0,no
13990,volkswagen,2006,150000,223.0,no
2490,volkswagen,2000,150000,116.0,no
4999,bmw,2005,150000,116.0,no
1650,volkswagen,1990,150000,,unknown
250,bmw,2000,150000,105.0,yes
3100,audi,2000,150000,150.0,no
13650,volkswagen,2008,150000,143.0,no
30000,mercedes_benz,2011,90000,224.0,no
6480,toyota,2007,50000,90.0,no
15500,mercedes_benz,2008,100000,231.0,no
8250,skoda,2011,150000,105.0,no
1100,opel,2002,150000,,no
19900,volkswagen,2011,100000,170.0,no
6450,mercedes_benz,2004,125000,122.0,no
3200,volkswagen,2005,125000,64.0,unknown
700,volkswagen,2016,150000,75.0,unknown
2350,peugeot,2001,150000,136.0,unknown
700,audi,1993,150000,90.0,no
500,ford,1999,150000,90.0,no
4500,mercedes_benz,1999,150000,279.0,no
10000,audi,2007,150000,140.0,no
850,opel,1997,150000,135.0,unknown
700,mitsubishi,2002,150000,160.0,yes
21400,audi,2008,40000,200.0,no
9450,audi,2007,125000,163.0,no
1490,renault,1999,150000,60.0,unknown
7900,honda,2013,60000,90.0,no
7999,mercedes_benz,2004,150000,163.0,no
9900,fiat,2008,90000,135.0,no
399,citroen,1998,150000,121.0,yes
400,ford,1994,150000,165.0,unknown
2500,bmw,2001,150000,193.0,no
2999,volkswagen,1993,125000,115.0,unknown
1550,toyota,1991,90000,75.0,no
4250,volvo,2004,150000,250.0,unknown
27299,mercedes_benz,2012,40000,184.0,no
850,volkswagen,1988,150000,54.0,unknown
500,volkswagen,1994,150000,90.0,yes
8798,bmw,2004,150000,222.0,no
10900,volkswagen,2011,150000,140.0,no
7000,opel,1997,80000,170.0,no
990,volkswagen,1999,150000,50.0,unknown
6999,bmw,2001,150000,192.0,unknown
1200,mercedes_benz,1997,150000,177.0,no
8900,volkswagen,2008,150000,170.0,no
3499,opel,2016,125000,116.0,unknown
275,volkswagen,2016,150000,75.0,yes
30500,mercedes_benz,2013,80000,204.0,no
7400,bmw,2007,150000,116.0,no
8850,fiat,1997,150000,116.0,no
1650,mercedes_benz,1995,150000,122.0,no
299,bmw,2000,150000,,no
3990,citroen,2010,90000,68.0,no
1499,mercedes_benz,1998,150000,136.0,unknown
7999,ford,2008,125000,125.0,no
3999,mercedes_benz,1991,150000,147.0,no
400,volkswagen,1994,150000,45.0,yes
4350,ford,2003,150000,116.0,no
18999,opel,2011,80000,145.0,no
13599,bmw,2007,150000,231.0,no
600,renault,2002,150000,75.0,no
27900,bmw,2013,70000,306.0,no
299,opel,1997,150000,90.0,no
22500,mercedes_benz,2009,60000,,no
19990,volkswagen,2014,20000,105.0,unknown
2650,kia,2009,70000,126.0,yes
900,jeep,1982,40000,,unknown
10199,seat,2012,70000,125.0,no
17900,bmw,2008,125000,235.0,no
1100,opel,1995,150000,71.0,no
980,mitsubishi,1998,150000,113.0,no
800,renault,2003,150000,107.0,unknown
8990,volkswagen,2010,150000,140.0,no
3999,renault,2008,150000,86.0,no
1100,seat,1992,90000,25.0,no
11750,mercedes_benz,2011,40000,95.0,no
12500,alfa_romeo,1983,150000,126.0,no
9800,bmw,2007,150000,177.0,unknown
2800,citroen,2005,125000,60.0,no
4500,volkswagen,2006,150000,75.0,no
7000,mercedes_benz,2004,150000,177.0,unknown
50,volkswagen,2009,5000,105.0,no
2000,bmw,1989,150000,315.0,no
56900,mercedes_benz,2015,10000,190.0,no
11900,bmw,2008,150000,179.0,unknown
1100,seat,1995,150000,90.0,no
5100,mercedes_benz,2004,150000,143.0,no
7900,suzuki,2008,125000,106.0,no
2699,honda,1996,150000,125.0,no
550,opel,1997,150000,170.0,unknown
4000,mercedes_benz,2005,150000,109.0,no
2600,volkswagen,2003,150000,75.0,no
550,volkswagen,2000,150000,101.0,yes
1300,volkswagen,1999,150000,150.0,no
4300,mercedes_benz,2004,150000,,unknown
8900,alfa_romeo,1985,150000,105.0,no
2550,ford,2007,150000,115.0,unknown
990,peugeot,2000,150000,88.0,no
1650,volkswagen,1998,150000,60.0,no
4000,volkswagen,1998,125000,150.0,no
6450,volkswagen,2009,150000,105.0,no
1500,ford,2001,150000,170.0,yes
1350,volkswagen,2001,150000,60.0,no
990,ford,2002,150000,,no
500,trabant,1964,5000,23.0,unknown
4900,mazda,2006,150000,109.0,no
3150,opel,2006,150000,120.0,no
250,renault,2016,150000,,yes
650,opel,1997,5000,115.0,no
2200,volkswagen,1999,150000,101.0,no
7850,volkswagen,2009,100000,122.0,no
700,skoda,2000,125000,75.0,no
3500,volkswagen,2008,125000,101.0,no
16500,mazda,2011,70000,116.0,no
1550,volkswagen,2000,150000,101.0,no
3200,renault,2004,5000,135.0,no
3999,mercedes_benz,2004,150000,116.0,unknown
1050,volkswagen,2016,150000,75.0,no
1000,mercedes_benz,1990,150000,118.0,no
19650,mercedes_benz,2011,60000,136.0,no
7000,audi,2006,150000,231.0,yes
21800,audi,2013,40000,122.0,no
10480,volkswagen,2012,40000,80.0,no
5500,ford,2010,125000,97.0,yes
13990,bmw,2010,150000,143.0,no
9400,bmw,2006,5000,170.0,no
600,volkswagen,1998,150000,125.0,no
38900,mazda,1992,50000,241.0,no
120,opel,1992,150000,,unknown
180,opel,1995,150000,60.0,yes
350,volkswagen,1996,150000,,no
200,ford,1995,70000,,unknown
3100,opel,2001,150000,125.0,no
2990,volkswagen,2000,150000,116.0,no
6000,bmw,2009,150000,163.0,no
6600,skoda,2005,150000,105.0,no
700,bmw,1996,150000,156.0,yes
2890,audi,1999,150000,180.0,no
690,bmw,1996,150000,103.0,unknown
5390,fiat,2009,90000,69.0,no
1500,alfa_romeo,2002,150000,150.0,yes
5600,mazda,2008,150000,143.0,no
3799,volkswagen,2005,150000,140.0,no
9300,bmw,2005,150000,218.0,no
800,mercedes_benz,1993,150000,110.0,no
550,opel,2016,150000,55.0,no
37950,volkswagen,2012,80000,179.0,no
14500,volkswagen,2002,125000,250.0,unknown
750,opel,1999,100000,60.0,no
4900,renault,2007,150000,150.0,no
880,peugeot,2001,150000,60.0,no
1900,renault,2004,150000,82.0,no
5999,renault,2010,20000,75.0,no
1200,opel,2005,90000,,unknown
1550,ford,1999,150000,115.0,unknown
3850,mercedes_benz,2008,150000,109.0,yes
18900,bmw,2008,125000,235.0,no
550,mitsubishi,1998,150000,136.0,no
15500,mazda,2011,70000,116.0,no
24000,audi,2009,125000,190.0,no
4900,fiat,2009,60000,77.0,no
2590,volkswagen,2002,100000,75.0,no
5999,volkswagen,2008,125000,80.0,unknown
330,nissan,1995,150000,54.0,no
3900,volkswagen,2005,150000,105.0,no
2900,nissan,2003,100000,48.0,unknown
1475,volkswagen,1996,150000,64.0,no
1600,mazda,2016,150000,88.0,no
990,peugeot,2003,60000,60.0,unknown
1250,ford,2002,150000,101.0,no
490,ford,2003,50000,60.0,unknown
3000,volkswagen,2007,150000,140.0,no
2500,renault,1999,150000,64.0,no
5299,audi,1999,150000,150.0,no
4650,subaru,2010,100000,69.0,no
5500,volkswagen,2001,150000,275.0,unknown
15600,bmw,2011,90000,143.0,no
4800,mercedes_benz,2007,150000,88.0,no
4200,seat,2008,150000,75.0,unknown
8980,mercedes_benz,2010,80000,95.0,no
400,volkswagen,1991,150000,90.0,no
2200,bmw,2001,150000,105.0,no
84000,mercedes_benz,2015,5000,455.0,no
6999,mercedes_benz,2000,150000,224.0,no
1650,volkswagen,1999,150000,75.0,no
22000,bmw,2014,50000,143.0,no
3500,opel,2006,100000,90.0,no
1499,renault,2003,150000,75.0,no
1500,opel,2016,150000,140.0,no
2200,opel,1998,150000,100.0,no
11199,volkswagen,2012,30000,86.0,no
2270,suzuki,2007,150000,92.0,no
2800,volkswagen,2004,150000,131.0,no
3950,ford,2007,70000,109.0,no
1500,renault,2003,150000,113.0,no
1700,renault,1999,90000,95.0,no
1200,ford,2000,150000,114.0,no
4200,mini,1995,125000,,unknown
1600,renault,2002,150000,75.0,no
9900,audi,2009,100000,102.0,unknown
350,bmw,2016,150000,102.0,unknown
20950,volkswagen,2013,30000,140.0,no
5100,audi,2000,150000,178.0,no
3650,mercedes_benz,1976,150000,65.0,no
21999,bmw,2010,80000,197.0,no
7000,audi,1999,150000,150.0,no
4199,seat,2004,150000,140.0,no
699,nissan,1998,150000,116.0,no
1600,volvo,2001,150000,165.0,no
5999,bmw,2000,150000,193.0,no
150,volkswagen,1997,150000,60.0,yes
2000,toyota,1999,80000,,no
9950,opel,2011,150000,130.0,unknown
2250,renault,2004,150000,150.0,no
16490,mini,2012,50000,184.0,no
690,audi,1990,150000,90.0,no
14900,mercedes_benz,2005,70000,163.0,no
12900,bmw,2007,150000,197.0,no
999,bmw,1995,150000,150.0,no
350,volkswagen,2015,5000,,unknown
249,opel,2000,150000,55.0,unknown
10200,volkswagen,2000,150000,180.0,unknown
989,opel,1999,150000,,unknown
8990,volkswagen,2010,80000,105.0,no
180,ford,1999,150000,,unknown
2999,volkswagen,2002,150000,131.0,no
1800,mitsubishi,1995,60000,113.0,no
9750,mercedes_benz,2010,70000,95.0,no
4990,opel,2007,125000,90.0,unknown
14800,citroen,2007,100000,204.0,no
2390,mercedes_benz,2005,150000,82.0,no
1999,renault,2006,125000,58.0,no
4350,jaguar,2002,150000,200.0,no
10000,mercedes_benz,2009,125000,150.0,no
990,audi,2016,150000,110.0,unknown
17700,mercedes_benz,2007,150000,224.0,no
19999,volkswagen,2007,100000,131.0,no
14250,bmw,2006,100000,150.0,no
16500,ford,2004,5000,340.0,unknown
7990,toyota,2006,80000,177.0,no
660,peugeot,1998,125000,45.0,unknown
8000,opel,2011,100000,116.0,no
899,volkswagen,1996,150000,101.0,no
1000,opel,1999,125000,75.0,no
200,daihatsu,1998,5000,91.0,no
12300,volkswagen,2001,150000,102.0,no
1850,smart,2001,150000,50.0,unknown
15990,mini,2012,20000,75.0,no
20123,seat,2013,30000,179.0,no
37800,mitsubishi,2014,20000,200.0,no
3500,chrysler,2004,90000,,yes
9200,chrysler,2006,150000,218.0,no
500,ford,1995,150000,50.0,no
1600,volkswagen,1999,150000,60.0,unknown
3150,opel,2007,150000,75.0,no
2350,mercedes_benz,1999,150000,122.0,no
430,audi,1996,150000,150.0,unknown
900,opel,1997,125000,90.0,no
6500,volkswagen,2005,125000,102.0,no
2900,mercedes_benz,2004,150000,150.0,no
13250,volkswagen,2011,150000,170.0,no
1800,mercedes_benz,1994,125000,150.0,no
888,fiat,2002,125000,60.0,unknown
1350,honda,1999,125000,105.0,unknown
2500,mercedes_benz,1999,125000,122.0,no
800,volkswagen,2001,150000,50.0,no
7850,skoda,2013,30000,75.0,no
12590,audi,2011,70000,105.0,no
4999,volkswagen,2000,150000,,yes
12500,sonstige_autos,2002,150000,215.0,no
50,audi,2005,150000,,unknown
400,volkswagen,1999,150000,,unknown
1300,renault,2016,150000,,unknown
4497,volkswagen,1973,150000,65.0,unknown
19000,mercedes_benz,2013,20000,122.0,no
5999,volvo,2009,100000,80.0,no
500,renault,1997,150000,90.0,no
1850,volkswagen,1999,150000,90.0,no
1550,mitsubishi,2004,150000,125.0,no
16900,audi,2008,90000,200.0,no
1690,mazda,2000,150000,122.0,no
4490,volkswagen,1995,150000,110.0,no
780,opel,1996,150000,60.0,no
8400,nissan,2008,125000,141.0,no
2200,kia,2002,150000,,no
5700,audi,2007,150000,140.0,no
6200,toyota,2006,150000,77.0,no
10800,hyundai,2014,20000,99.0,yes
37400,audi,2014,20000,224.0,no
4800,opel,2005,150000,125.0,no
1200,opel,2002,150000,75.0,no
200,opel,1995,150000,,yes
8000,bmw,2005,150000,177.0,no
26900,audi,2013,30000,177.0,no
7200,volkswagen,2007,125000,140.0,no
2699,bmw,1998,150000,118.0,no
3499,opel,2003,150000,136.0,unknown
1680,volkswagen,1996,150000,75.0,no
1050,bmw,1999,150000,150.0,no
599,renault,1997,150000,116.0,yes
4700,citroen,2009,20000,68.0,no
1600,mazda,1999,150000,90.0,no
699,volkswagen,1992,150000,66.0,no
1699,smart,2000,150000,54.0,unknown
1500,opel,2001,150000,101.0,yes
1549,ford,2004,150000,101.0,no
4450,fiat,1999,150000,154.0,no
2280,kia,2005,150000,65.0,yes
3199,opel,2003,150000,120.0,no
399,volkswagen,1992,150000,45.0,unknown
7850,volkswagen,2009,70000,80.0,no
1850,ford,2004,125000,60.0,no
590,opel,1998,150000,65.0,unknown
7800,volkswagen,2010,125000,75.0,no
17600,volkswagen,2010,125000,170.0,no
4600,opel,2005,80000,90.0,no
5950,skoda,2008,30000,60.0,no
9999,sonstige_autos,2006,150000,208.0,no
5999,ford,2009,70000,60.0,no
4500,toyota,2004,150000,110.0,no
1199,volkswagen,1999,150000,103.0,yes
13500,skoda,2013,30000,122.0,no
2900,ford,2004,150000,120.0,no
8799,mercedes_benz,2005,150000,231.0,unknown
600,renault,2016,150000,58.0,yes
7750,mini,2007,125000,120.0,no
1990,mercedes_benz,1988,150000,105.0,no
1299,ford,2004,150000,115.0,no
41900,honda,1991,150000,273.0,no
8500,skoda,2009,60000,102.0,yes
17950,volkswagen,2013,50000,102.0,no
1450,opel,2006,150000,101.0,yes
1300,sonstige_autos,1998,20000,116.0,no
7250,mercedes_benz,2010,80000,116.0,no
799,seat,1999,150000,50.0,no
1000,opel,2001,150000,58.0,yes
2750,chevrolet,2007,90000,53.0,no
12500,opel,2009,100000,160.0,no
1350,fiat,2002,80000,60.0,no
4700,seat,2006,150000,140.0,no
1200,renault,2001,150000,107.0,no
13500,smart,2011,40000,102.0,no
400,volvo,1993,150000,131.0,unknown
500,volkswagen,1993,150000,75.0,no
1000,audi,1996,150000,125.0,no
6500,hyundai,2011,70000,109.0,no
1750,volkswagen,1985,70000,,unknown
500,honda,1995,150000,90.0,yes
800,volkswagen,1998,100000,50.0,no
1800,peugeot,2002,150000,108.0,yes
590,sonstige_autos,1971,5000,64.0,yes
9290,volkswagen,2009,150000,110.0,no
8900,audi,2009,100000,102.0,no
4950,bmw,2004,125000,193.0,no
1900,seat,2001,70000,60.0,no
13200,mercedes_benz,2009,80000,143.0,no
14980,audi,2014,30000,86.0,no
350,nissan,2000,5000,,unknown
14399,bmw,2010,150000,163.0,no
999,bmw,1998,150000,102.0,no
980,trabant,1989,60000,19.0,no
1450,fiat,2003,150000,170.0,no
399,ford,1999,150000,,unknown
8999,bmw,2005,125000,129.0,no
1150,ford,2001,150000,145.0,no
1650,bmw,1993,90000,102.0,no
2499,smart,2005,100000,61.0,no
799,renault,2002,150000,75.0,unknown
2750,peugeot,2006,150000,109.0,no
2690,volkswagen,1998,150000,77.0,no
4300,peugeot,2002,150000,109.0,no
1,ford,2005,150000,,unknown
5000,subaru,2003,80000,225.0,no
13500,bmw,2008,150000,177.0,no
1000,volkswagen,1996,150000,90.0,no
1600,fiat,1995,125000,131.0,no
2450,renault,2005,100000,58.0,no
17990,bmw,2012,70000,170.0,no
3300,opel,2003,100000,101.0,unknown
1190,smart,1999,125000,54.0,yes
1750,ford,2004,60000,90.0,unknown
2900,peugeot,2002,150000,136.0,no
2999,bmw,1998,150000,118.0,no
48000,bmw,2015,10000,190.0,unknown
1500,volkswagen,1999,150000,61.0,no
11000,volkswagen,2009,150000,170.0,no
3333,smart,2002,40000,61.0,no
140,renault,1999,150000,119.0,unknown
500,opel,1998,150000,90.0,no
3200,skoda,2006,125000,54.0,no
900,volkswagen,1999,150000,50.0,no
3000,volvo,1997,150000,179.0,no
789,citroen,2002,150000,60.0,no
6100,volkswagen,2009,150000,140.0,no
17900,hyundai,2011,50000,184.0,no
1750,mercedes_benz,1998,150000,,unknown
1200,volkswagen,2002,150000,75.0,no
2000,renault,2005,150000,163.0,no
500,sonstige_autos,1995,5000,,unknown
1500,citroen,2002,150000,69.0,no
8950,volkswagen,2007,150000,140.0,unknown
2750,peugeot,2004,150000,,unknown
7000,dacia,2012,80000,84.0,no
5200,ford,2005,125000,131.0,no
2499,audi,2003,150000,163.0,unknown
100,suzuki,2016,150000,39.0,yes
15200,audi,2007,60000,200.0,no
9900,volkswagen,2009,100000,110.0,no
1600,bmw,1999,150000,140.0,no
400,opel,1997,90000,60.0,no
4399,smart,2008,90000,71.0,no
3999,audi,2003,150000,204.0,no
700,peugeot,1998,150000,454.0,unknown
22500,opel,2013,60000,170.0,no
1399,volkswagen,2000,150000,101.0,no
24300,nissan,2012,80000,190.0,no
250,peugeot,1993,150000,75.0,unknown
499,hyundai,2005,150000,,unknown
25650,volkswagen,2015,20000,140.0,no
550,volkswagen,1999,150000,60.0,no
1900,volkswagen,1999,125000,50.0,no
250,volkswagen,1990,150000,90.0,unknown
4300,mercedes_benz,1999,150000,218.0,no
550,kia,2003,150000,97.0,yes
1300,ford,1999,60000,65.0,yes
5850,bmw,2004,150000,258.0,no
7200,volkswagen,2016,80000,86.0,yes
6999,volkswagen,2004,150000,313.0,no
890,volkswagen,1990,150000,75.0,unknown
2350,ford,2005,150000,,no
599,ford,2004,150000,131.0,yes
4000,mercedes_benz,2000,150000,176.0,no
1950,chevrolet,2007,90000,67.0,no
8199,volkswagen,2010,100000,122.0,no
300,peugeot,1993,80000,75.0,unknown
7999,mercedes_benz,2003,150000,163.0,no
8200,volkswagen,2016,150000,313.0,unknown
300,bmw,1997,150000,102.0,no
2490,volkswagen,1999,125000,116.0,no
3950,peugeot,2007,150000,68.0,no
10500,volkswagen,2012,80000,90.0,no
480,volkswagen,1997,150000,60.0,unknown
990,audi,1995,150000,174.0,unknown
2250,smart,2002,100000,54.0,no
5500,volkswagen,2006,150000,80.0,no
1390,renault,2002,150000,103.0,no
1750,bmw,2000,150000,150.0,no
22000,bmw,2012,60000,143.0,no
5200,ford,2009,80000,101.0,no
28499,mercedes_benz,2012,80000,184.0,no
17999,nissan,2011,70000,190.0,no
500,ford,2001,20000,,no
11900,peugeot,2011,60000,120.0,no
1100,renault,2001,150000,52.0,no
3900,peugeot,2006,80000,88.0,no
3000,mazda,2006,125000,80.0,no
